HEnce,hence,c,ReasonForward,0
him,him,s,PersonPronoun,0
there,there,c,SpaceRelation,0
",",",",n,SpaceRelation,1
These,these,s,Immediacy,0
people,people,s,PersonProperty,0
at,at,s,SpaceRelation,0
our,our,s,SpaceRelation,1
back,back,c,,0
.,.,nn,Imperative,0
Hear,hear,s,Imperative,1
me,me,s,FirstPer,0
good,good,s,,0
Brother,brother,c,PersonProperty,0
.,.,nnn,,0
Under,under,s,DirectAddress,0
your,your,s,DirectAddress,1
pardon,pardon,c,Positivity,0
.,.,s,,0
You,you,s,Insist,0
must,must,s,Insist,1
note,note,s,SenseObject,0
beside,beside,c,SpaceRelation,0
",",",",n,,0
That,that,s,Inclusive,0
we,we,s,Inclusive,1
have,have,s,Inclusive,2
tried,tried,s,ProjectAhead,0
the,the,s,ProjectAhead,1
utmost,utmost,s,Intensity,0
of,of,s,Intensity,1
our,our,s,Inclusive,0
Friends,friends,c,StandardsPos,0
:,:,n,,0
O^,o^,s,UNRECOGNIZED,0
Legions,legions,s,AbstractConcepts,0
are,are,s,ReportingStates,0
brim,brim,s,SenseObject,0
full,full,c,,0
",",",",s,,0
our,our,s,Inclusive,0
cause,cause,s,Cause,0
is,is,s,Immediacy,0
ripe,ripe,c,Immediacy,1
",",",",n,,0
The,the,s,Negative_Relation,0
Enemy,enemy,s,Negative_Relation,1
increases,increases,s,Transformation,0
every,every,s,RecurringEvents,0
day,day,c,RecurringEvents,1
",",",",n,,0
We,we,s,,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
height,height,c,SenseProperty,0
",",",",s,,0
are,are,s,ProjectAhead,0
ready,ready,s,ProjectAhead,1
to,to,s,ProjectAhead,2
decline,decline,c,Negativity,0
.,.,n,ReportingStates,0
There,there,s,ReportingStates,1
is,is,s,ReportingStates,2
a,a,s,ReportingStates,3
Tide,tide,s,SenseObject,0
in,in,s,,0
the,the,s,,0
affairs,affairs,s,GenericEvents,0
of,of,s,,0
men,men,c,PersonProperty,0
",",",",n,Aside,0
Which,which,s,Aside,1
taken,taken,s,ProjectBack,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Flood,flood,c,Motions,0
",",",",s,,0
leads,leads,s,SceneShift,0
on,on,s,SceneShift,1
to,to,s,SceneShift,2
Fortune,fortune,c,ProjectAhead,0
:,:,n,,0
Omitted,omitted,c,Negativity,0
",",",",s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
voyage,voyage,s,Motions,0
of,of,s,,0
their,their,s,Biographical_Time,0
life,life,c,Biographical_Time,1
",",",",n,,0
Is,is,s,ReportingStates,0
bound,bound,s,SenseProperty,0
in,in,s,SenseProperty,1
Shallowes,shallowes,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
in,in,s,,0
Miseries,miseries,c,StandardsNeg,0
.,.,n,,0
On,on,s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
full,full,s,,0
Sea,sea,s,SenseObject,0
are,are,s,Question,0
we,we,s,Question,1
now,now,s,Immediacy,0
a-float,a-float,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
we,we,s,Insist,0
must,must,s,Insist,1
take,take,s,ReportingEvents,0
the,the,s,ReportingEvents,1
current,current,s,Immediacy,0
when,when,s,Question,0
it,it,s,Question,1
serves,serves,c,ReportingEvents,0
",",",",n,,0
Or,or,s,,0
loose,loose,s,AbstractConcepts,0
our,our,s,Inclusive,0
Ventures,ventures,c,Contingency,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
will,will,s,PredictedFuture,0
go,go,s,ReportingEvents,0
on,on,c,ReportingEvents,1
:,:,s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
along,along,n,Inclusive,0
Our,our,s,Inclusive,1
selves,selves,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
meet,meet,s,SpaceRelation,0
them,them,s,SpaceRelation,1
at,at,s,,0
Philippi,philippi,c,UNRECOGNIZED,0
.,.,nn,,0
The,the,s,SpaceRelation,0
deep,deep,s,SpaceRelation,1
of,of,s,SenseProperty,0
night,night,s,SenseProperty,1
is,is,s,ReportingStates,0
crept,crept,s,ReportingEvents,0
upon,upon,s,,0
our,our,s,Inclusive,0
talk,talk,c,ReportingEvents,0
",",",",n,,0
And,and,s,,0
Nature,nature,s,AbstractConcepts,0
must,must,s,Insist,0
obey,obey,s,CommonAuthorities,0
Necessity,necessity,c,Insist,0
",",",",n,Aside,0
Which,which,s,Aside,1
we,we,s,,0
will,will,s,PredictedFuture,0
niggard,niggard,s,Negativity,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
little,little,s,SenseProperty,0
rest,rest,c,,0
:,:,n,,0
There,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
more,more,s,Comparison,0
to,to,s,,0
say,say,c,Citations,0
.,.,nn,,0
No,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
",",",",s,DenyDisclaim,2
good,good,s,OralCues,0
night,night,c,OralCues,1
",",",",n,,0
Early,early,s,SubjectiveTime,0
to,to,s,,0
morrow,morrow,s,ProjectAhead,0
will,will,s,PredictedFuture,0
we,we,s,,0
rise,rise,c,Motions,0
",",",",s,,0
and,and,s,,0
hence,hence,c,ReasonForward,0
.,.,nn,,0
Lucius,lucius,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
Gown,gown,c,SenseObject,0
:,:,s,,0
farewell,farewell,s,SceneShift,0
good,good,s,,0
Messala,messala,c,UNRECOGNIZED,0
",",",",n,,0
Good,good,s,OralCues,0
night,night,s,OralCues,1
Titinius,titinius,c,UNRECOGNIZED,0
:,:,s,,0
Noble,noble,c,StandardsPos,0
",",",",s,,0
Noble,noble,s,StandardsPos,0
Cassius,cassius,c,,0
",",",",n,,0
Good,good,s,OralCues,0
night,night,c,OralCues,1
",",",",s,,0
and,and,s,,0
good,good,s,,0
repose,repose,c,SpaceRelation,0
.,.,nn,,0
O,o,s,LangRef,0
my,my,s,Positivity,0
dear,dear,s,Positivity,1
Brother,brother,c,PersonProperty,0
:,:,n,,0
This,this,s,ProjectBack,0
was,was,s,ProjectBack,1
an,an,s,Negativity,0
ill,ill,s,Negativity,1
beginning,beginning,s,Sequence,0
of,of,s,Sequence,1
the,the,s,TimeDuration,0
night,night,c,TimeDuration,1
:,:,n,,0
Never,never,s,DenyDisclaim,0
come,come,s,ReportingEvents,0
such,such,s,Intensity,0
division,division,s,AbstractConcepts,0
',',c,,0
tweene,tweene,s,UNRECOGNIZED,0
our,our,s,SelfDisclosure,0
souls,souls,c,SelfDisclosure,1
:,:,n,,0
Let,let,s,ReportingEvents,0
it,it,s,,0
not,not,s,DenyDisclaim,0
Brutus,brutus,c,UNRECOGNIZED,0
.,.,nn,,0
Every,every,s,Generalization,0
thing,thing,s,Generalization,1
is,is,s,Positive_Attribution,0
well,well,c,Positive_Attribution,1
.,.,nnn,,0
Good,good,s,OralCues,0
night,night,s,OralCues,1
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,,0
Good,good,s,OralCues,0
night,night,s,OralCues,1
good,good,s,,0
Brother,brother,c,PersonProperty,0
.,.,nnn,,0
Good,good,s,OralCues,0
night,night,s,OralCues,1
Lord,lord,s,CommonAuthorities,0
Brutus,brutus,c,UNRECOGNIZED,0
.,.,nnn,,0
Farewell,farewell,s,SceneShift,0
every,every,s,Generalization,0
one,one,c,Generalization,1
.,.,n,Imperative,0
Give,give,s,Imperative,1
me,me,s,FirstPer,0
the,the,s,SenseObject,0
Gown,gown,c,SenseObject,1
.,.,s,Question,0
Where,where,s,Question,1
is,is,s,Question,2
thy,thy,s,DirectAddress,0
Instrument,instrument,c,AbstractConcepts,0
?,?,nn,Question,0
Here,here,s,SpaceRelation,0
in,in,s,SpaceRelation,1
the,the,s,SenseObject,0
Tent,tent,c,SenseObject,1
.,.,nnn,Question,0
What,what,c,Question,1
",",",",s,Question,2
thou,thou,s,DirectAddress,0
speak,speak,s,ReportingEvents,0
drowsily,drowsily,c,SenseProperty,0
?,?,n,Question,0
Poor,poor,s,Negativity,0
knave,knave,s,Negativity,0
I,i,s,Anger,0
blame,blame,s,Anger,1
thee,thee,s,DirectAddress,0
not,not,c,DenyDisclaim,0
",",",",s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
ore-watch'd,ore-watch'd,c,UNRECOGNIZED,0
.,.,n,Imperative,0
Call,call,s,Imperative,1
Claudio,claudio,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
some,some,s,Specifiers,0
other,other,s,Specifiers,1
of,of,s,,0
my,my,s,FirstPer,0
men,men,c,PersonProperty,0
",",",",n,,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
have,have,s,Metadiscourse,2
them,them,s,,0
sleep,sleep,s,Motions,0
on,on,s,Motions,1
Cushions,cushions,s,SenseObject,0
in,in,s,,0
my,my,s,FirstPer,0
Tent,tent,c,SenseObject,0
.,.,nn,,0
Varrus,varrus,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
Claudio,claudio,c,UNRECOGNIZED,0
.,.,nnn,,0
Calls,calls,s,ReportingEvents,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
?,?,nnn,Question,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,s,DirectAddress,0
sirs,sirs,c,PersonProperty,0
",",",",s,,0
lie,lie,s,ReportingEvents,0
in,in,s,ReportingEvents,1
my,my,s,FirstPer,0
Tent,tent,s,SenseObject,0
and,and,s,,0
sleep,sleep,c,Motions,0
",",",",n,,0
It,it,s,Contingency,0
may,may,s,Contingency,1
be,be,s,Contingency,2
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
raise,raise,s,DirectAddress,0
you,you,s,DirectAddress,1
by,by,s,TimeShift,0
and,and,s,TimeShift,1
by,by,n,TimeShift,2
On,on,s,,0
business,business,s,AbstractConcepts,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Brother,brother,s,PersonProperty,0
Cassius,cassius,c,,0
.,.,nn,Request,0
So,so,s,Request,1
please,please,s,Request,2
you,you,c,DirectAddress,0
",",",",s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
stand,stand,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
watch,watch,s,,0
your,your,s,DirectAddress,0
pleasure,pleasure,c,Positivity,0
.,.,nn,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
it,it,s,,0
not,not,s,DenyDisclaim,0
have,have,s,DenyDisclaim,1
it,it,s,DenyDisclaim,2
so,so,c,,0
:,:,s,,0
Lie,lie,s,SpaceRelation,0
down,down,s,SpaceRelation,1
good,good,s,,0
sirs,sirs,c,PersonProperty,0
",",",",n,,0
It,it,s,Contingency,0
may,may,s,Contingency,1
be,be,s,Contingency,2
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
otherwise,otherwise,s,Contingency,0
bethink,bethink,s,PrivateThinking,0
me,me,c,FirstPer,0
.,.,n,Imperative,0
Look,look,s,Imperative,1
Lucius,lucius,c,UNRECOGNIZED,0
",",",",s,,0
here,here,s,DirectAddress,0
is,is,s,DirectAddress,1
the,the,s,DirectAddress,2
book,book,s,,0
I,i,s,FirstPer,0
sought,sought,s,ProjectAhead,0
for,for,s,ProjectAhead,1
so,so,c,,0
:,:,n,,0
I,i,s,FirstPer,0
put,put,s,SpaceRelation,0
it,it,s,SpaceRelation,1
in,in,s,SpaceRelation,2
the,the,s,,0
pocket,pocket,s,SenseObject,0
of,of,s,,0
my,my,s,FirstPer,0
Gown,gown,c,SenseObject,0
.,.,nn,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
sure,sure,s,Confidence,0
your,your,s,DirectAddress,0
Lordship,lordship,s,CommonAuthorities,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
give,give,s,ReportingEvents,0
it,it,s,ReportingEvents,1
me,me,c,FirstPer,0
.,.,nnn,DirectAddress,0
Bear,bear,s,DirectAddress,1
with,with,s,DirectAddress,2
me,me,s,DirectAddress,3
good,good,s,StandardsPos,0
Boy,boy,c,StandardsPos,1
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
much,much,s,Intensity,0
forgetful,forgetful,c,Negativity,0
.,.,n,,0
Can,can,s,Contingency,0
thou,thou,s,DirectAddress,0
hold,hold,s,ReportingEvents,0
up,up,s,ReportingEvents,1
thy,thy,s,DirectAddress,0
heavy,heavy,s,SenseProperty,0
eyes,eyes,s,SenseObject,0
awhile,awhile,c,TimeDuration,0
",",",",n,,0
And,and,s,,0
touch,touch,s,Motions,0
thy,thy,s,DirectAddress,0
Instrument,instrument,s,ReportingEvents,0
a,a,s,ReportingEvents,1
strain,strain,s,ReportingEvents,0
or,or,s,,0
two,two,c,Numbers,0
.,.,nn,,0
I,i,s,FirstPer,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
an't,an't,s,DenyDisclaim,0
please,please,s,Positivity,0
you,you,c,DirectAddress,0
.,.,nnn,Intensity,0
It,it,s,Intensity,1
does,does,s,Intensity,2
my,my,s,Positivity,0
Boy,boy,c,Positivity,1
:,:,n,,0
I,i,s,FirstPer,0
trouble,trouble,s,Negativity,0
thee,thee,s,DirectAddress,0
too,too,s,Negativity,0
much,much,c,Negativity,1
",",",",s,Resistance,0
but,but,s,Resistance,1
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
willing,willing,c,SubjectivePercept,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
is,is,s,ReportingStates,2
my,my,s,Responsibility,0
duty,duty,s,Responsibility,1
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
I,i,s,Insist,0
should,should,s,Insist,1
not,not,s,Insist,2
urge,urge,s,Intensity,0
thy,thy,s,DirectAddress,0
duty,duty,s,StandardsPos,0
past,past,s,AbstractConcepts,0
thy,thy,s,DirectAddress,0
might,might,c,Contingency,0
",",",",n,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
young,young,s,SenseObject,0
bloods,bloods,s,SenseObject,1
look,look,s,ReportingEvents,0
for,for,s,ReportingEvents,1
a,a,s,TimeShift,0
time,time,s,TimeShift,1
of,of,s,TimeShift,2
rest,rest,c,,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
slept,slept,s,ReportingEvents,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
already,already,c,Updates,0
.,.,nnn,ProjectBack,0
It,it,s,ProjectBack,1
was,was,s,ProjectBack,2
well,well,s,StandardsPos,0
done,done,c,StandardsPos,1
",",",",s,,0
and,and,s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
sleep,sleep,s,Motions,0
again,again,c,RecurringEvents,0
:,:,n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
hold,hold,s,,0
thee,thee,s,DirectAddress,0
long,long,c,SenseProperty,0
.,.,s,,0
If,if,s,Contingency,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
live,live,c,,0
",",",",n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
good,good,s,StandardsPos,0
to,to,s,StandardsPos,1
thee,thee,c,DirectAddress,0
.,.,n,ReportingStates,0
This,this,s,ReportingStates,1
is,is,s,ReportingStates,2
a,a,s,,0
sleepy,sleepy,s,SenseProperty,0
Tune,tune,c,SenseProperty,0
:,:,s,,0
O,o,s,LangRef,0
Murderous,murderous,s,Anger,0
slumbler,slumbler,c,UNRECOGNIZED,0
!,!,n,,0
Layest,layest,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
thy,thy,s,DirectAddress,0
Leaden,leaden,s,SenseProperty,0
Mace,mace,s,SenseObject,0
upon,upon,s,,0
my,my,s,Positivity,0
Boy,boy,c,Positivity,1
",",",",n,,0
That,that,s,,0
plays,plays,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
Music,music,c,SenseProperty,0
?,?,s,Question,0
Gentle,gentle,s,Positivity,0
knave,knave,s,Negativity,0
good,good,s,OralCues,0
night,night,c,OralCues,1
:,:,n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
do,do,s,Intensity,0
thee,thee,s,DirectAddress,0
so,so,s,Intensity,0
much,much,s,Intensity,1
wrong,wrong,s,StandardsNeg,0
to,to,s,,0
wake,wake,s,ReportingEvents,0
thee,thee,c,DirectAddress,0
:,:,n,,0
If,if,s,Contingency,0
thou,thou,s,DirectAddress,0
do,do,s,Intensity,0
nod,nod,c,Motions,0
",",",",s,,0
thou,thou,s,DirectAddress,0
break'st,break'st,s,UNRECOGNIZED,0
thy,thy,s,DirectAddress,0
Instrument,instrument,c,AbstractConcepts,0
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
take,take,s,Responsibility,0
it,it,s,Responsibility,1
from,from,s,Responsibility,2
thee,thee,c,DirectAddress,0
",",",",s,,0
and,and,s,,0
(,(,c,,0
good,good,s,StandardsPos,0
Boy,boy,c,StandardsPos,1
),),s,,0
good,good,s,OralCues,0
night,night,c,OralCues,1
.,.,n,DirectAddress,0
Let,let,s,DirectAddress,1
me,me,s,DirectAddress,2
see,see,c,DirectAddress,3
",",",",s,,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
see,see,c,,0
;,;,s,,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
the,the,s,,0
Leaf,leaf,s,SenseObject,0
turned,turned,s,Negativity,0
down,down,n,Negativity,1
Where,where,s,,0
I,i,s,FirstPer,0
left,left,s,SceneShift,0
reading,reading,c,GenericEvents,0
?,?,s,Question,0
Here,here,s,DirectAddress,0
it,it,s,DirectAddress,1
is,is,s,DirectAddress,2
I,i,s,SelfDisclosure,0
think,think,c,SelfDisclosure,1
.,.,n,Question,0
How,how,s,Question,1
ill,ill,s,Negativity,0
this,this,s,,0
Taper,taper,s,SpaceRelation,0
burns,burns,c,SenseProperty,0
.,.,s,,0
Ha,ha,c,OralCues,0
!,!,s,,0
Who,who,s,,0
comes,comes,s,SceneShift,0
here,here,c,SceneShift,1
?,?,n,Question,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
it,it,s,SelfDisclosure,2
is,is,s,SelfDisclosure,3
the,the,s,StandardsNeg,0
weakness,weakness,s,StandardsNeg,1
of,of,s,StandardsNeg,2
mine,mine,s,SelfDisclosure,0
eyes,eyes,n,SelfDisclosure,1
That,that,s,,0
shapes,shapes,s,AbstractConcepts,0
this,this,s,,0
monstrous,monstrous,s,Negativity,0
Apparition,apparition,c,PrivateThinking,0
.,.,n,,0
It,it,s,,0
comes,comes,s,SceneShift,0
upon,upon,s,SceneShift,1
me,me,c,FirstPer,0
:,:,s,,0
Art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
any,any,s,Specifiers,0
thing,thing,c,Specifiers,1
?,?,n,Question,0
Art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
some,some,s,Uncertainty,0
God,god,c,CommonAuthorities,0
",",",",s,,0
some,some,s,Uncertainty,0
Angel,angel,c,SenseObject,0
",",",",s,,0
or,or,s,,0
some,some,s,Uncertainty,0
Devil,devil,c,AbstractConcepts,0
",",",",n,,0
That,that,s,,0
make,make,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
blood,blood,s,SenseObject,0
cold,cold,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
hair,hair,s,SenseObject,0
to,to,s,GenericEvents,0
stare,stare,c,GenericEvents,1
?,?,n,Question,0
Speak,speak,s,ReportingEvents,0
to,to,s,ReportingEvents,1
me,me,c,FirstPer,0
",",",",s,,0
what,what,s,,0
thou,thou,s,DirectAddress,0
art,art,c,AbstractConcepts,0
.,.,nn,,0
Thy,thy,s,DirectAddress,0
evil,evil,s,Negative_Relation,0
Spirit,spirit,s,Negative_Relation,1
Brutus,brutus,c,UNRECOGNIZED,0
?,?,nnn,Question,0
Why,why,s,Question,0
come,come,s,ReportingEvents,0
thou,thou,c,DirectAddress,0
?,?,nnn,Question,0
To,to,s,,0
tell,tell,s,,0
thee,thee,s,DirectAddress,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
see,see,s,SpaceRelation,0
me,me,s,SpaceRelation,1
at,at,s,,0
Philippi,philippi,c,UNRECOGNIZED,0
.,.,nnn,OralCues,0
Well,well,c,OralCues,1
:,:,s,,0
then,then,s,Sequence,0
I,i,s,Sequence,1
shall,shall,s,ProjectAhead,0
see,see,s,,0
thee,thee,s,DirectAddress,0
again,again,c,RecurringEvents,0
?,?,nnn,Question,0
I,i,c,FirstPer,0
",",",",s,,0
at,at,s,,0
Philippi,philippi,c,UNRECOGNIZED,0
.,.,nnn,Question,0
Why,why,s,Question,1
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
see,see,s,,0
thee,thee,s,DirectAddress,0
at,at,s,,0
Philippi,philippi,s,UNRECOGNIZED,0
then,then,c,,0
:,:,n,,0
Now,now,s,Immediacy,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
taken,taken,s,ProjectBack,0
heart,heart,c,SenseObject,0
",",",",s,,0
thou,thou,s,DirectAddress,0
vanishest,vanishest,c,UNRECOGNIZED,0
.,.,n,,0
Ill,ill,s,Negativity,0
Spirit,spirit,c,SubjectivePercept,0
",",",",s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
hold,hold,s,,0
more,more,s,Comparison,0
talk,talk,s,SpaceRelation,0
with,with,s,SpaceRelation,1
thee,thee,c,DirectAddress,0
.,.,n,,0
Boy,boy,c,PersonProperty,0
",",",",s,,0
Lucius,lucius,c,UNRECOGNIZED,0
",",",",s,,0
Varrus,varrus,c,UNRECOGNIZED,0
",",",",s,,0
Claudio,claudio,c,UNRECOGNIZED,0
",",",",s,,0
Sirs,sirs,c,PersonProperty,0
:,:,s,,0
Awake,awake,c,SenseProperty,0
:,:,n,,0
Claudio,claudio,c,UNRECOGNIZED,0
.,.,nn,,0
The,the,s,SenseObject,0
strings,strings,s,SenseObject,1
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
are,are,s,Resistance,0
false,false,c,Resistance,1
.,.,nnn,,0
He,he,s,PrivateThinking,0
thinks,thinks,s,PrivateThinking,1
he,he,s,PersonPronoun,0
still,still,s,TimeDuration,0
is,is,s,TimeDuration,1
at,at,s,,0
his,his,s,PersonPronoun,0
Instrument,instrument,c,AbstractConcepts,0
*,*,n,,0
Lucius,lucius,c,UNRECOGNIZED,0
",",",",s,,0
awake,awake,c,SenseProperty,0
.,.,nn,,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,Question,0
Did,did,s,Question,1
thou,thou,s,DirectAddress,0
dream,dream,s,PrivateThinking,0
Lucus,lucus,c,,0
",",",",s,,0
that,that,s,,0
thou,thou,s,DirectAddress,0
so,so,s,,0
cryedst,cryedst,s,UNRECOGNIZED,0
out,out,c,,0
?,?,nnn,Question,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,Uncertainty,0
not,not,s,Uncertainty,1
know,know,s,Uncertainty,2
that,that,s,,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
cry,cry,c,Motions,0
.,.,nnn,,0
Yes,yes,s,DirectAddress,0
that,that,s,,0
thou,thou,s,DirectAddress,0
did,did,c,ReportingEvents,0
:,:,s,Question,0
Did,did,s,Question,1
thou,thou,s,DirectAddress,0
see,see,s,,0
any,any,s,Specifiers,0
thing,thing,c,Specifiers,1
?,?,nnn,Question,0
Nothing,nothing,s,DenyDisclaim,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,Imperative,0
Sleep,sleep,s,Imperative,1
again,again,s,RecurringEvents,0
Lucius,lucius,c,UNRECOGNIZED,0
:,:,s,,0
Sir,sir,s,PersonProperty,0
Claudio,claudio,c,UNRECOGNIZED,0
",",",",s,,0
Fellow,fellow,c,PersonProperty,0
",",",",n,,0
Thou,thou,c,DirectAddress,0
:,:,s,,0
Awake,awake,c,SenseProperty,0
.,.,nn,,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,Question,0
Why,why,s,Question,1
did,did,s,DirectAddress,0
you,you,s,DirectAddress,1
so,so,s,,0
cry,cry,s,Intensity,0
out,out,s,Intensity,1
sirs,sirs,c,PersonProperty,0
",",",",s,,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
sleep,sleep,c,Motions,0
?,?,nnn,Question,0
Did,did,s,Question,0
we,we,s,Question,1
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
?,?,nnn,Question,0
I,i,c,FirstPer,0
:,:,s,,0
saw,saw,s,DirectAddress,0
you,you,s,DirectAddress,1
any,any,s,Specifiers,0
thing,thing,c,Specifiers,1
?,?,nnn,Question,0
No,no,s,DenyDisclaim,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
I,i,s,FirstPer,0
saw,saw,s,DenyDisclaim,0
nothing,nothing,c,DenyDisclaim,1
.,.,nnn,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
I,i,s,FirstPer,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,Imperative,0
Go,go,c,Imperative,1
",",",",s,,0
and,and,s,,0
commend,commend,s,StandardsPos,0
me,me,s,FirstPer,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Brother,brother,s,PersonProperty,0
Cassius,cassius,c,,0
:,:,n,,0
Bid,bid,s,ReportingEvents,0
him,him,s,ReportingEvents,1
set,set,s,Confidence,0
on,on,s,Confidence,1
his,his,s,PersonPronoun,0
Powers,powers,s,AbstractConcepts,0
betimes,betimes,s,SubjectiveTime,0
before,before,c,Sequence,0
",",",",n,,0
And,and,s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
follow,follow,c,,0
.,.,nn,,0
It,it,s,ProjectAhead,0
shall,shall,s,ProjectAhead,1
be,be,s,ProjectAhead,2
done,done,s,ReportingStates,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,,0
Now,now,s,Immediacy,0
Antony,antony,c,UNRECOGNIZED,0
",",",",s,,0
our,our,s,Inclusive,0
hopes,hopes,s,Inclusive,1
are,are,s,ReportingStates,0
answered,answered,c,ReportingStates,0
",",",",n,ReportingStates,1
You,you,s,DirectAddress,0
said,said,s,DirectAddress,1
the,the,s,Negative_Relation,0
Enemy,enemy,s,Negative_Relation,1
would,would,s,Contingency,0
not,not,s,Contingency,1
come,come,s,Motions,0
down,down,c,Motions,1
",",",",n,Resistance,0
But,but,s,Resistance,1
keep,keep,s,TimeDuration,0
the,the,s,SenseObject,0
Hills,hills,s,SenseObject,1
and,and,s,,0
upper,upper,s,AbstractConcepts,0
Regions,regions,c,AbstractConcepts,1
:,:,n,,0
It,it,s,,0
proves,proves,s,Confidence,0
not,not,s,Resistance,0
so,so,c,Resistance,1
:,:,s,,0
their,their,s,PersonPronoun,0
battles,battles,s,Resistance,0
are,are,s,Immediacy,0
at,at,s,Immediacy,1
hand,hand,c,Immediacy,2
",",",",n,,0
They,they,s,,0
mean,mean,s,ProjectAhead,0
to,to,s,ProjectAhead,1
warn,warn,s,Negative_Relation,0
